temp,temp-feel,temp_category,temp_code
21.1,31.82,Hot,21.1-31.82-Hot
35.26,42.425,Hot,35.26-42.425-Hot
34.44,41.665,Hot,34.44-41.665-Hot
28.7,24.6,Mild,28.7-24.6-Mild
21.03,39.395,Hot,21.03-39.395-Hot
21.03,40.91,Hot,21.03-40.91-Hot
21.03,40.15,Hot,21.03-40.15-Hot
32.8,24.54,Mild,32.8-24.54-Mild
20.98,33.335,Hot,20.98-33.335-Hot
20.97,31.06,Hot,20.97-31.06-Hot
20.95,32.575,Hot,20.95-32.575-Hot
20.94,31.06,Hot,20.94-31.06-Hot
20.93,31.06,Hot,20.93-31.06-Hot
20.92,32.575,Hot,20.92-32.575-Hot
20.91,28.79,Hot,20.91-28.79-Hot
20.9,34.09,Hot,20.9-34.09-Hot
20.89,34.09,Hot,20.89-34.09-Hot
20.89,30.305,Hot,20.89-30.305-Hot
20.88,30.305,Hot,20.88-30.305-Hot
20.88,33.335,Hot,20.88-33.335-Hot
20.86,37.12,Hot,20.86-37.12-Hot
20.85,34.09,Hot,20.85-34.09-Hot
20.85,33.335,Hot,20.85-33.335-Hot
20.82,38.635,Hot,20.82-38.635-Hot
20.82,37.12,Hot,20.82-37.12-Hot
20.81,34.09,Hot,20.81-34.09-Hot
20.8,34.85,Hot,20.8-34.85-Hot
20.8,39.395,Hot,20.8-39.395-Hot
34.44,40.91,Hot,34.44-40.91-Hot
30.34,36.365,Hot,30.34-36.365-Hot
20.77,34.85,Hot,20.77-34.85-Hot
36.08,38.635,Hot,36.08-38.635-Hot
36.9,40.15,Hot,36.9-40.15-Hot
20.74,40.15,Hot,20.74-40.15-Hot
37.72,40.91,Hot,37.72-40.91-Hot
36.9,39.395,Hot,36.9-39.395-Hot
20.72,32.575,Hot,20.72-32.575-Hot
27.06,23.55,Mild,27.06-23.55-Mild
20.71,34.85,Hot,20.71-34.85-Hot
35.26,37.12,Hot,35.26-37.12-Hot
36.9,38.635,Hot,36.9-38.635-Hot
20.69,38.635,Hot,20.69-38.635-Hot
20.68,37.88,Hot,20.68-37.88-Hot
20.66,34.09,Hot,20.66-34.09-Hot
20.63,33.335,Hot,20.63-33.335-Hot
20.63,31.82,Hot,20.63-31.82-Hot
20.63,29.545,Hot,20.63-29.545-Hot
20.62,31.82,Hot,20.62-31.82-Hot
20.62,32.575,Hot,20.62-32.575-Hot
20.62,34.85,Hot,20.62-34.85-Hot
20.6,33.335,Hot,20.6-33.335-Hot
20.59,30.305,Hot,20.59-30.305-Hot
20.57,37.12,Hot,20.57-37.12-Hot
20.55,28.79,Hot,20.55-28.79-Hot
20.55,31.82,Hot,20.55-31.82-Hot
20.54,37.88,Hot,20.54-37.88-Hot
20.53,34.85,Hot,20.53-34.85-Hot
29.52,23.55,Mild,29.52-23.55-Mild
20.51,33.335,Hot,20.51-33.335-Hot
33.62,41.665,Hot,33.62-41.665-Hot
20.5,42.425,Hot,20.5-42.425-Hot
20.49,34.85,Hot,20.49-34.85-Hot
20.48,35.605,Hot,20.48-35.605-Hot
20.47,34.09,Hot,20.47-34.09-Hot
20.46,37.12,Hot,20.46-37.12-Hot
20.43,35.605,Hot,20.43-35.605-Hot
20.42,32.575,Hot,20.42-32.575-Hot
20.41,38.635,Hot,20.41-38.635-Hot
20.41,39.395,Hot,20.41-39.395-Hot
20.37,33.335,Hot,20.37-33.335-Hot
20.32,31.06,Hot,20.32-31.06-Hot
20.32,30.305,Hot,20.32-30.305-Hot
20.31,32.575,Hot,20.31-32.575-Hot
20.31,33.335,Hot,20.31-33.335-Hot
20.3,34.85,Hot,20.3-34.85-Hot
20.29,32.575,Hot,20.29-32.575-Hot
20.29,31.06,Hot,20.29-31.06-Hot
31.16,23.55,Mild,31.16-23.55-Mild
20.24,30.305,Hot,20.24-30.305-Hot
20.22,34.85,Hot,20.22-34.85-Hot
20.21,30.305,Hot,20.21-30.305-Hot
26.24,23.55,Mild,26.24-23.55-Mild
20.2,28.03,Hot,20.2-28.03-Hot
20.2,29.545,Hot,20.2-29.545-Hot
20.2,33.335,Hot,20.2-33.335-Hot
20.17,28.03,Hot,20.17-28.03-Hot
20.17,27.275,Hot,20.17-27.275-Hot
20.13,29.545,Hot,20.13-29.545-Hot
20.13,32.575,Hot,20.13-32.575-Hot
20.12,35.605,Hot,20.12-35.605-Hot
20.11,33.335,Hot,20.11-33.335-Hot
20.07,34.85,Hot,20.07-34.85-Hot
20.05,30.305,Hot,20.05-30.305-Hot
20.04,37.12,Hot,20.04-37.12-Hot
20.02,30.305,Hot,20.02-30.305-Hot
20,34.09,Hot,20-34.09-Hot
19.98,35.605,Hot,19.98-35.605-Hot
19.98,28.79,Hot,19.98-28.79-Hot
19.98,27.275,Hot,19.98-27.275-Hot
19.95,33.335,Hot,19.95-33.335-Hot
19.95,32.575,Hot,19.95-32.575-Hot
19.95,31.06,Hot,19.95-31.06-Hot
19.94,28.03,Hot,19.94-28.03-Hot
25.42,23.55,Mild,25.42-23.55-Mild
19.94,28.79,Hot,19.94-28.79-Hot
19.93,31.06,Hot,19.93-31.06-Hot
19.93,32.575,Hot,19.93-32.575-Hot
19.93,31.82,Hot,19.93-31.82-Hot
19.92,30.305,Hot,19.92-30.305-Hot
19.92,29.545,Hot,19.92-29.545-Hot
19.91,30.305,Hot,19.91-30.305-Hot
19.89,31.82,Hot,19.89-31.82-Hot
19.89,31.06,Hot,19.89-31.06-Hot
19.88,28.79,Hot,19.88-28.79-Hot
19.87,30.305,Hot,19.87-30.305-Hot
19.87,37.12,Hot,19.87-37.12-Hot
19.86,37.88,Hot,19.86-37.88-Hot
19.84,31.82,Hot,19.84-31.82-Hot
28.7,23.55,Mild,28.7-23.55-Mild
19.81,29.545,Hot,19.81-29.545-Hot
19.81,25.76,Hot,19.81-25.76-Hot
19.8,25.76,Hot,19.8-25.76-Hot
24.6,25.76,Hot,24.6-25.76-Hot
19.78,27.275,Hot,19.78-27.275-Hot
24.6,25,Mild,24.6-25-Mild
25.42,25.76,Hot,25.42-25.76-Hot
19.75,29.545,Hot,19.75-29.545-Hot
19.75,31.82,Hot,19.75-31.82-Hot
19.74,25.76,Hot,19.74-25.76-Hot
19.73,27.275,Hot,19.73-27.275-Hot
23.78,23.55,Mild,23.78-23.55-Mild
19.69,28.79,Hot,19.69-28.79-Hot
19.69,34.09,Hot,19.69-34.09-Hot
19.68,34.09,Hot,19.68-34.09-Hot
30.34,23.55,Mild,30.34-23.55-Mild
19.63,26.515,Hot,19.63-26.515-Hot
19.63,23.55,Mild,19.63-23.55-Mild
19.61,33.335,Hot,19.61-33.335-Hot
19.6,27.275,Hot,19.6-27.275-Hot
19.56,29.545,Hot,19.56-29.545-Hot
19.53,34.85,Hot,19.53-34.85-Hot
19.53,34.09,Hot,19.53-34.09-Hot
19.52,31.06,Hot,19.52-31.06-Hot
19.52,30.305,Hot,19.52-30.305-Hot
19.51,28.03,Hot,19.51-28.03-Hot
19.51,30.305,Hot,19.51-30.305-Hot
19.5,23.55,Mild,19.5-23.55-Mild
19.51,25,Mild,19.51-25-Mild
19.5,25,Mild,19.5-25-Mild
19.5,22.725,Mild,19.5-22.725-Mild
19.5,21.97,Mild,19.5-21.97-Mild
19.5,27.275,Hot,19.5-27.275-Hot
19.49,25.76,Hot,19.49-25.76-Hot
19.49,24.24,Mild,19.49-24.24-Mild
19.49,25,Mild,19.49-25-Mild
19.49,27.275,Hot,19.49-27.275-Hot
19.49,30.305,Hot,19.49-30.305-Hot
19.48,20.455,Mild,19.48-20.455-Mild
19.48,19.695,Mild,19.48-19.695-Mild
19.5,15.91,Mild,19.5-15.91-Mild
19.5,15.15,Mild,19.5-15.15-Mild
19.5,20.455,Mild,19.5-20.455-Mild
19.53,20.455,Mild,19.53-20.455-Mild
19.54,20.455,Mild,19.54-20.455-Mild
19.54,21.97,Mild,19.54-21.97-Mild
19.54,22.725,Mild,19.54-22.725-Mild
19.54,26.515,Hot,19.54-26.515-Hot
19.54,25.76,Hot,19.54-25.76-Hot
19.53,24.24,Mild,19.53-24.24-Mild
19.54,25,Mild,19.54-25-Mild
19.53,31.06,Hot,19.53-31.06-Hot
19.52,27.275,Hot,19.52-27.275-Hot
19.53,22.725,Mild,19.53-22.725-Mild
19.52,21.21,Mild,19.52-21.21-Mild
19.51,24.24,Mild,19.51-24.24-Mild
19.68,23.55,Mild,19.68-23.55-Mild
19.51,22.725,Mild,19.51-22.725-Mild
19.51,21.21,Mild,19.51-21.21-Mild
19.51,31.06,Hot,19.51-31.06-Hot
19.5,31.06,Hot,19.5-31.06-Hot
19.49,31.06,Hot,19.49-31.06-Hot
19.49,26.515,Hot,19.49-26.515-Hot
19.49,23.485,Mild,19.49-23.485-Mild
19.49,22.725,Mild,19.49-22.725-Mild
19.49,32.575,Hot,19.49-32.575-Hot
19.47,26.515,Hot,19.47-26.515-Hot
19.47,25,Mild,19.47-25-Mild
19.46,28.79,Hot,19.46-28.79-Hot
19.46,29.545,Hot,19.46-29.545-Hot
19.45,26.515,Hot,19.45-26.515-Hot
19.45,25.76,Hot,19.45-25.76-Hot
19.44,25.76,Hot,19.44-25.76-Hot
22.14,23.55,Mild,22.14-23.55-Mild
19.43,28.03,Hot,19.43-28.03-Hot
19.43,30.305,Hot,19.43-30.305-Hot
19.41,26.515,Hot,19.41-26.515-Hot
19.4,22.725,Mild,19.4-22.725-Mild
18.04,23.55,Mild,18.04-23.55-Mild
19.39,24.24,Mild,19.39-24.24-Mild
19.39,19.695,Mild,19.39-19.695-Mild
19.38,26.515,Hot,19.38-26.515-Hot
21.32,23.55,Mild,21.32-23.55-Mild
19.36,22.725,Mild,19.36-22.725-Mild
19.36,25,Mild,19.36-25-Mild
19.36,31.06,Hot,19.36-31.06-Hot
19.35,31.06,Hot,19.35-31.06-Hot
19.35,25.76,Hot,19.35-25.76-Hot
19.35,25,Mild,19.35-25-Mild
19.35,24.24,Mild,19.35-24.24-Mild
19.34,27.275,Hot,19.34-27.275-Hot
19.35,21.21,Mild,19.35-21.21-Mild
19.35,17.425,Mild,19.35-17.425-Mild
13.12,23.55,Mild,13.12-23.55-Mild
19.39,21.97,Mild,19.39-21.97-Mild
19.39,20.455,Mild,19.39-20.455-Mild
19.4,19.695,Mild,19.4-19.695-Mild
19.4,20.455,Mild,19.4-20.455-Mild
19.4,21.21,Mild,19.4-21.21-Mild
19.4,21.97,Mild,19.4-21.97-Mild
19.4,15.15,Mild,19.4-15.15-Mild
10.66,23.55,Mild,10.66-23.55-Mild
19.42,12.12,Mild,19.42-12.12-Mild
19.42,12.88,Mild,19.42-12.88-Mild
19.44,17.425,Mild,19.44-17.425-Mild
9.84,23.55,Mild,9.84-23.55-Mild
19.47,23.485,Mild,19.47-23.485-Mild
19.47,21.97,Mild,19.47-21.97-Mild
19.47,18.18,Mild,19.47-18.18-Mild
19.47,17.425,Mild,19.47-17.425-Mild
19.48,23.55,Mild,19.48-23.55-Mild
19.49,19.695,Mild,19.49-19.695-Mild
19.5,16.665,Mild,19.5-16.665-Mild
19.51,25.76,Hot,19.51-25.76-Hot
19.51,26.515,Hot,19.51-26.515-Hot
19.51,23.485,Mild,19.51-23.485-Mild
19.51,18.94,Mild,19.51-18.94-Mild
19.52,20.455,Mild,19.52-20.455-Mild
19.52,19.695,Mild,19.52-19.695-Mild
19.53,19.695,Mild,19.53-19.695-Mild
19.53,17.425,Mild,19.53-17.425-Mild
19.59,12.12,Mild,19.59-12.12-Mild
19.62,15.15,Mild,19.62-15.15-Mild
19.62,19.695,Mild,19.62-19.695-Mild
19.62,21.21,Mild,19.62-21.21-Mild
19.63,16.665,Mild,19.63-16.665-Mild
19.63,15.91,Mild,19.63-15.91-Mild
19.63,23.485,Mild,19.63-23.485-Mild
19.63,21.97,Mild,19.63-21.97-Mild
19.63,22.725,Mild,19.63-22.725-Mild
19.62,31.06,Hot,19.62-31.06-Hot
19.61,25.76,Hot,19.61-25.76-Hot
19.61,26.515,Hot,19.61-26.515-Hot
19.6,26.515,Hot,19.6-26.515-Hot
19.6,23.485,Mild,19.6-23.485-Mild
19.6,24.24,Mild,19.6-24.24-Mild
19.6,22.725,Mild,19.6-22.725-Mild
19.61,21.21,Mild,19.61-21.21-Mild
19.61,17.425,Mild,19.61-17.425-Mild
19.61,15.91,Mild,19.61-15.91-Mild
19.63,12.12,Mild,19.63-12.12-Mild
19.64,11.365,Mild,19.64-11.365-Mild
19.66,12.12,Mild,19.66-12.12-Mild
19.69,12.88,Mild,19.69-12.88-Mild
19.7,12.12,Mild,19.7-12.12-Mild
19.72,21.21,Mild,19.72-21.21-Mild
19.72,19.695,Mild,19.72-19.695-Mild
19.73,18.18,Mild,19.73-18.18-Mild
19.73,19.695,Mild,19.73-19.695-Mild
19.76,20.455,Mild,19.76-20.455-Mild
19.78,14.395,Mild,19.78-14.395-Mild
19.8,14.395,Mild,19.8-14.395-Mild
19.81,20.455,Mild,19.81-20.455-Mild
19.83,12.88,Mild,19.83-12.88-Mild
19.86,18.94,Mild,19.86-18.94-Mild
19.87,15.91,Mild,19.87-15.91-Mild
19.88,15.15,Mild,19.88-15.15-Mild
19.9,21.21,Mild,19.9-21.21-Mild
19.92,17.425,Mild,19.92-17.425-Mild
19.92,15.91,Mild,19.92-15.91-Mild
19.94,22.725,Mild,19.94-22.725-Mild
19.95,21.97,Mild,19.95-21.97-Mild
19.95,21.21,Mild,19.95-21.21-Mild
19.96,9.85,Cold,19.96-9.85-Cold
19.97,11.365,Mild,19.97-11.365-Mild
19.98,10.605,Mild,19.98-10.605-Mild
20,15.15,Mild,20-15.15-Mild
20.07,16.665,Mild,20.07-16.665-Mild
20.08,18.18,Mild,20.08-18.18-Mild
11.48,23.55,Mild,11.48-23.55-Mild
20.1,15.15,Mild,20.1-15.15-Mild
20.1,12.88,Mild,20.1-12.88-Mild
20.11,13.635,Mild,20.11-13.635-Mild
20.11,12.88,Mild,20.11-12.88-Mild
20.2,16.665,Mild,20.2-16.665-Mild
20.2,11.365,Mild,20.2-11.365-Mild
6.56,23.55,Mild,6.56-23.55-Mild
12.3,23.55,Mild,12.3-23.55-Mild
20.27,16.665,Mild,20.27-16.665-Mild
20.29,15.15,Mild,20.29-15.15-Mild
20.29,13.635,Mild,20.29-13.635-Mild
20.32,12.88,Mild,20.32-12.88-Mild
20.33,16.665,Mild,20.33-16.665-Mild
20.33,20.455,Mild,20.33-20.455-Mild
20.38,15.15,Mild,20.38-15.15-Mild
20.39,18.18,Mild,20.39-18.18-Mild
20.4,16.665,Mild,20.4-16.665-Mild
20.43,24.24,Mild,20.43-24.24-Mild
20.43,25,Mild,20.43-25-Mild
20.46,15.91,Mild,20.46-15.91-Mild
20.53,11.365,Mild,20.53-11.365-Mild
20.61,13.635,Mild,20.61-13.635-Mild
20.63,11.365,Mild,20.63-11.365-Mild
20.63,10.605,Mild,20.63-10.605-Mild
20.65,10.605,Mild,20.65-10.605-Mild
20.66,12.12,Mild,20.66-12.12-Mild
20.67,17.425,Mild,20.67-17.425-Mild
20.69,16.665,Mild,20.69-16.665-Mild
20.7,13.635,Mild,20.7-13.635-Mild
20.71,16.665,Mild,20.71-16.665-Mild
20.72,21.97,Mild,20.72-21.97-Mild
20.73,12.88,Mild,20.73-12.88-Mild
20.76,13.635,Mild,20.76-13.635-Mild
20.81,6.82,Cold,20.81-6.82-Cold
20.83,6.82,Cold,20.83-6.82-Cold
7.38,6.06,Cold,7.38-6.06-Cold
5.74,4.545,Cold,5.74-4.545-Cold
20.88,4.545,Cold,20.88-4.545-Cold
3.28,3.03,Cold,3.28-3.03-Cold
20.91,1.515,Cold,20.91-1.515-Cold
0.82,0.76,Cold,0.82-0.76-Cold
0.82,2.275,Cold,0.82-2.275-Cold
0.82,3.03,Cold,0.82-3.03-Cold
1.64,3.03,Cold,1.64-3.03-Cold
20.96,5.305,Cold,20.96-5.305-Cold
20.97,5.305,Cold,20.97-5.305-Cold
20.97,6.06,Cold,20.97-6.06-Cold
8.2,23.55,Mild,8.2-23.55-Mild
21.04,11.365,Mild,21.04-11.365-Mild
21.08,16.665,Mild,21.08-16.665-Mild
21.08,17.425,Mild,21.08-17.425-Mild
21.13,14.395,Mild,21.13-14.395-Mild
21.16,16.665,Mild,21.16-16.665-Mild
21.17,11.365,Mild,21.17-11.365-Mild
21.19,20.455,Mild,21.19-20.455-Mild
21.19,21.97,Mild,21.19-21.97-Mild
21.23,20.455,Mild,21.23-20.455-Mild
21.28,11.365,Mild,21.28-11.365-Mild
21.28,12.12,Mild,21.28-12.12-Mild
21.3,13.635,Mild,21.3-13.635-Mild
21.31,11.365,Mild,21.31-11.365-Mild
21.34,11.365,Mild,21.34-11.365-Mild
21.36,9.09,Cold,21.36-9.09-Cold
21.4,19.695,Mild,21.4-19.695-Mild
21.4,15.15,Mild,21.4-15.15-Mild
21.41,15.15,Mild,21.41-15.15-Mild
21.45,10.605,Mild,21.45-10.605-Mild
21.51,15.91,Mild,21.51-15.91-Mild
21.51,17.425,Mild,21.51-17.425-Mild
21.54,19.695,Mild,21.54-19.695-Mild
21.54,20.455,Mild,21.54-20.455-Mild
21.55,12.88,Mild,21.55-12.88-Mild
21.56,9.85,Cold,21.56-9.85-Cold
21.58,10.605,Mild,21.58-10.605-Mild
21.65,7.575,Cold,21.65-7.575-Cold
21.68,10.605,Mild,21.68-10.605-Mild
21.71,9.85,Cold,21.71-9.85-Cold
21.73,6.82,Cold,21.73-6.82-Cold
21.76,6.06,Cold,21.76-6.06-Cold
7.38,23.55,Mild,7.38-23.55-Mild
21.94,9.85,Cold,21.94-9.85-Cold
21.97,12.88,Mild,21.97-12.88-Mild
22.06,13.635,Mild,22.06-13.635-Mild
22.1,9.85,Cold,22.1-9.85-Cold
22.11,8.335,Cold,22.11-8.335-Cold
22.15,6.06,Cold,22.15-6.06-Cold
22.19,8.335,Cold,22.19-8.335-Cold
22.2,11.365,Mild,22.2-11.365-Mild
22.21,11.365,Mild,22.21-11.365-Mild
22.25,18.18,Mild,22.25-18.18-Mild
22.26,22.725,Mild,22.26-22.725-Mild
22.26,27.275,Hot,22.26-27.275-Hot
22.28,21.21,Mild,22.28-21.21-Mild
22.29,22.725,Mild,22.29-22.725-Mild
22.37,18.18,Mild,22.37-18.18-Mild
22.42,12.88,Mild,22.42-12.88-Mild
22.44,12.12,Mild,22.44-12.12-Mild
22.44,14.395,Mild,22.44-14.395-Mild
22.45,16.665,Mild,22.45-16.665-Mild
22.47,14.395,Mild,22.47-14.395-Mild
22.47,13.635,Mild,22.47-13.635-Mild
22.55,12.88,Mild,22.55-12.88-Mild
22.56,14.395,Mild,22.56-14.395-Mild
22.59,14.395,Mild,22.59-14.395-Mild
22.59,12.12,Mild,22.59-12.12-Mild
22.61,10.605,Mild,22.61-10.605-Mild
22.61,9.09,Cold,22.61-9.09-Cold
22.62,9.09,Cold,22.62-9.09-Cold
22.66,16.665,Mild,22.66-16.665-Mild
22.72,16.665,Mild,22.72-16.665-Mild
22.73,21.97,Mild,22.73-21.97-Mild
22.8,12.88,Mild,22.8-12.88-Mild
22.85,12.88,Mild,22.85-12.88-Mild
22.86,12.12,Mild,22.86-12.12-Mild
22.87,12.12,Mild,22.87-12.12-Mild
22.88,10.605,Mild,22.88-10.605-Mild
22.92,10.605,Mild,22.92-10.605-Mild
22.92,11.365,Mild,22.92-11.365-Mild
22.93,15.15,Mild,22.93-15.15-Mild
23.04,16.665,Mild,23.04-16.665-Mild
23.07,17.425,Mild,23.07-17.425-Mild
23.12,11.365,Mild,23.12-11.365-Mild
23.14,12.88,Mild,23.14-12.88-Mild
23.17,9.09,Cold,23.17-9.09-Cold
5.74,3.79,Cold,5.74-3.79-Cold
23.21,3.79,Cold,23.21-3.79-Cold
3.28,2.275,Cold,3.28-2.275-Cold
4.1,2.275,Cold,4.1-2.275-Cold
23.24,2.275,Cold,23.24-2.275-Cold
23.32,6.06,Cold,23.32-6.06-Cold
23.32,8.335,Cold,23.32-8.335-Cold
23.5,17.425,Mild,23.5-17.425-Mild
13.94,23.55,Mild,13.94-23.55-Mild
23.51,14.395,Mild,23.51-14.395-Mild
23.59,15.15,Mild,23.59-15.15-Mild
23.6,21.21,Mild,23.6-21.21-Mild
17.22,23.55,Mild,17.22-23.55-Mild
23.62,18.18,Mild,23.62-18.18-Mild
23.65,14.395,Mild,23.65-14.395-Mild
23.68,16.665,Mild,23.68-16.665-Mild
23.68,19.695,Mild,23.68-19.695-Mild
23.68,20.455,Mild,23.68-20.455-Mild
23.68,21.21,Mild,23.68-21.21-Mild
23.72,15.91,Mild,23.72-15.91-Mild
23.75,15.91,Mild,23.75-15.91-Mild
23.85,13.635,Mild,23.85-13.635-Mild
23.86,15.15,Mild,23.86-15.15-Mild
23.87,15.91,Mild,23.87-15.91-Mild
23.87,19.695,Mild,23.87-19.695-Mild
23.89,20.455,Mild,23.89-20.455-Mild
23.89,19.695,Mild,23.89-19.695-Mild
23.93,14.395,Mild,23.93-14.395-Mild
23.94,13.635,Mild,23.94-13.635-Mild
23.96,20.455,Mild,23.96-20.455-Mild
23.97,21.97,Mild,23.97-21.97-Mild
23.98,20.455,Mild,23.98-20.455-Mild
23.98,16.665,Mild,23.98-16.665-Mild
23.99,15.15,Mild,23.99-15.15-Mild
24.06,15.91,Mild,24.06-15.91-Mild
24.08,13.635,Mild,24.08-13.635-Mild
24.13,21.97,Mild,24.13-21.97-Mild
24.14,26.515,Hot,24.14-26.515-Hot
24.14,27.275,Hot,24.14-27.275-Hot
24.14,25.76,Hot,24.14-25.76-Hot
24.14,23.485,Mild,24.14-23.485-Mild
24.14,23.55,Mild,24.14-23.55-Mild
24.14,19.695,Mild,24.14-19.695-Mild
24.18,16.665,Mild,24.18-16.665-Mild
24.21,21.97,Mild,24.21-21.97-Mild
24.24,18.94,Mild,24.24-18.94-Mild
24.26,17.425,Mild,24.26-17.425-Mild
24.32,22.725,Mild,24.32-22.725-Mild
24.39,15.15,Mild,24.39-15.15-Mild
24.42,12.88,Mild,24.42-12.88-Mild
24.47,11.365,Mild,24.47-11.365-Mild
24.5,9.85,Cold,24.5-9.85-Cold
24.51,12.88,Mild,24.51-12.88-Mild
24.53,12.88,Mild,24.53-12.88-Mild
24.63,8.335,Cold,24.63-8.335-Cold
24.83,16.665,Mild,24.83-16.665-Mild
18.86,23.55,Mild,18.86-23.55-Mild
24.86,22.725,Mild,24.86-22.725-Mild
24.89,25.76,Hot,24.89-25.76-Hot
24.89,31.06,Hot,24.89-31.06-Hot
24.93,14.395,Mild,24.93-14.395-Mild
24.95,22.725,Mild,24.95-22.725-Mild
24.95,23.485,Mild,24.95-23.485-Mild
24.98,15.15,Mild,24.98-15.15-Mild
24.99,14.395,Mild,24.99-14.395-Mild
25,10.605,Mild,25-10.605-Mild
25.2,12.88,Mild,25.2-12.88-Mild
25.3,17.425,Mild,25.3-17.425-Mild
25.33,26.515,Hot,25.33-26.515-Hot
25.35,22.725,Mild,25.35-22.725-Mild
25.36,31.06,Hot,25.36-31.06-Hot
25.36,32.575,Hot,25.36-32.575-Hot
25.36,26.515,Hot,25.36-26.515-Hot
25.37,21.97,Mild,25.37-21.97-Mild
25.37,31.06,Hot,25.37-31.06-Hot
25.38,25,Mild,25.38-25-Mild
25.38,23.55,Mild,25.38-23.55-Mild
25.41,32.575,Hot,25.41-32.575-Hot
25.4,27.275,Hot,25.4-27.275-Hot
25.41,21.97,Mild,25.41-21.97-Mild
25.42,20.455,Mild,25.42-20.455-Mild
25.47,23.485,Mild,25.47-23.485-Mild
25.48,22.725,Mild,25.48-22.725-Mild
25.52,21.21,Mild,25.52-21.21-Mild
25.54,25,Mild,25.54-25-Mild
25.56,21.97,Mild,25.56-21.97-Mild
25.57,20.455,Mild,25.57-20.455-Mild
25.58,21.21,Mild,25.58-21.21-Mild
25.61,25.76,Hot,25.61-25.76-Hot
25.64,22.725,Mild,25.64-22.725-Mild
25.66,30.305,Hot,25.66-30.305-Hot
25.66,31.06,Hot,25.66-31.06-Hot
25.67,17.425,Mild,25.67-17.425-Mild
25.69,17.425,Mild,25.69-17.425-Mild
25.73,21.21,Mild,25.73-21.21-Mild
25.75,25,Mild,25.75-25-Mild
25.77,21.97,Mild,25.77-21.97-Mild
25.81,19.695,Mild,25.81-19.695-Mild
25.82,22.725,Mild,25.82-22.725-Mild
25.83,23.485,Mild,25.83-23.485-Mild
25.9,15.91,Mild,25.9-15.91-Mild
25.94,24.24,Mild,25.94-24.24-Mild
25.98,21.97,Mild,25.98-21.97-Mild
26,31.06,Hot,26-31.06-Hot
26,25,Mild,26-25-Mild
26.02,19.695,Mild,26.02-19.695-Mild
26.02,16.665,Mild,26.02-16.665-Mild
26.03,17.425,Mild,26.03-17.425-Mild
16.4,23.55,Mild,16.4-23.55-Mild
26.05,22.725,Mild,26.05-22.725-Mild
26.06,24.24,Mild,26.06-24.24-Mild
26.12,15.15,Mild,26.12-15.15-Mild
26.16,16.665,Mild,26.16-16.665-Mild
26.3,21.97,Mild,26.3-21.97-Mild
26.31,25,Mild,26.31-25-Mild
26.33,24.24,Mild,26.33-24.24-Mild
26.38,19.695,Mild,26.38-19.695-Mild
26.4,27.275,Hot,26.4-27.275-Hot
26.41,30.305,Hot,26.41-30.305-Hot
26.41,26.515,Hot,26.41-26.515-Hot
26.42,22.725,Mild,26.42-22.725-Mild
26.43,21.97,Mild,26.43-21.97-Mild
26.47,26.515,Hot,26.47-26.515-Hot
26.48,25.76,Hot,26.48-25.76-Hot
26.49,22.725,Mild,26.49-22.725-Mild
26.52,16.665,Mild,26.52-16.665-Mild
26.58,27.275,Hot,26.58-27.275-Hot
26.58,25.76,Hot,26.58-25.76-Hot
26.61,16.665,Mild,26.61-16.665-Mild
26.61,15.15,Mild,26.61-15.15-Mild
26.66,14.395,Mild,26.66-14.395-Mild
26.67,15.15,Mild,26.67-15.15-Mild
26.72,21.21,Mild,26.72-21.21-Mild
26.78,15.15,Mild,26.78-15.15-Mild
26.95,16.665,Mild,26.95-16.665-Mild
27.03,25,Mild,27.03-25-Mild
27.05,25.76,Hot,27.05-25.76-Hot
27.07,20.455,Mild,27.07-20.455-Mild
27.08,19.695,Mild,27.08-19.695-Mild
27.1,16.665,Mild,27.1-16.665-Mild
27.11,17.425,Mild,27.11-17.425-Mild
27.11,21.21,Mild,27.11-21.21-Mild
27.14,25.76,Hot,27.14-25.76-Hot
27.16,24.24,Mild,27.16-24.24-Mild
27.17,31.82,Hot,27.17-31.82-Hot
27.17,31.06,Hot,27.17-31.06-Hot
27.17,30.305,Hot,27.17-30.305-Hot
27.18,33.335,Hot,27.18-33.335-Hot
27.88,23.55,Mild,27.88-23.55-Mild
27.2,30.305,Hot,27.2-30.305-Hot
27.22,25,Mild,27.22-25-Mild
27.23,24.24,Mild,27.23-24.24-Mild
27.26,22.725,Mild,27.26-22.725-Mild
27.4,20.455,Mild,27.4-20.455-Mild
27.41,22.725,Mild,27.41-22.725-Mild
27.43,27.275,Hot,27.43-27.275-Hot
27.44,27.275,Hot,27.44-27.275-Hot
27.49,25,Mild,27.49-25-Mild
27.5,25.76,Hot,27.5-25.76-Hot
27.5,32.575,Hot,27.5-32.575-Hot
27.5,33.335,Hot,27.5-33.335-Hot
27.51,25.76,Hot,27.51-25.76-Hot
27.53,27.275,Hot,27.53-27.275-Hot
27.54,26.515,Hot,27.54-26.515-Hot
27.6,22.725,Mild,27.6-22.725-Mild
27.61,21.97,Mild,27.61-21.97-Mild
27.62,25,Mild,27.62-25-Mild
27.63,29.545,Hot,27.63-29.545-Hot
27.64,28.79,Hot,27.64-28.79-Hot
27.65,26.515,Hot,27.65-26.515-Hot
27.67,34.09,Hot,27.67-34.09-Hot
27.67,32.575,Hot,27.67-32.575-Hot
27.68,27.275,Hot,27.68-27.275-Hot
